key,lang,value
tawaf_common_text3,ar,كَرِّرِ الدُّعَاءَ حَتّى الحَجَرِ الأَسوَدِ
tawaf_common_text3,en,REPEAT THE DUA UNTIL THE BLACK STONE
tawaf_common_text3,fr,RÉPÉTEZ LA DOUA JUSQU'À LA PIERRE NOIRE
tawaf_common_text3,id,ULANGI DOA HINGGA HAJAR ASWAD
tawaf_common_text3,kk,ДҰҒАНЫ ҚАРА ТАСҚА ДЕЙІН ҚАЙТАЛАҢЫЗ
tawaf_common_text3,ms,ULANGI DOA SEHINGGA HAJAR ASWAD
tawaf_common_text3,ru,ПОВТОРЯЙТЕ ДУА ДО ЧЁРНОГО КАМНЯ
tawaf_common_text3,tr,DUAYI HACERÜL ESVED’E KADAR TEKRAR EDİN
tawaf_common_text3,uz,DUONI QORA TOSHGACHA TAKRORLANG
tawaf_common_text4,ar,ارفع يدك اليمنى و
tawaf_common_text4,en,Raise your right hand and
tawaf_common_text4,fr,Levez la main droite et
tawaf_common_text4,id,Angkat tangan kanan Anda dan
tawaf_common_text4,kk,Оң қолыңызды көтеріңіз және
tawaf_common_text4,ms,Angkat tangan kanan anda dan
tawaf_common_text4,ru,Поднимите правую руку и
tawaf_common_text4,tr,Sağ elinizi kaldırın ve
tawaf_common_text4,uz,O‘ng qo‘lingizni ko‘taring va
tawaf_title,ar,الطواف
tawaf_title,en,Tawaf
tawaf_title,fr,Tawaf
tawaf_title,id,Tawaf
tawaf_title,kk,Тауап
tawaf_title,ms,Tawaf
tawaf_title,ru,Таваф
tawaf_title,tr,Tavaf
tawaf_title,uz,Tavaf
tawaf1_tarab1,ar,اللهم إني أسألك رضاك والجنة وأعوذ بك من سخطك والنار
tawaf1_tarab1,en,"O Allah, I ask You for Your pleasure and Paradise, and I seek refuge in You from Your anger and the Fire."
tawaf1_tarab1,fr,"Ô Allah, je Te demande Ton agrément et le Paradis, et je cherche refuge auprès de Toi contre Ta colère et le Feu."
tawaf1_tarab1,id,"Ya Allah, aku memohon keridaan-Mu dan Surga, serta berlindung kepada-Mu dari murka-Mu dan Api Neraka."
tawaf1_tarab1,kk,"Уа, Алла, Сенің разылығыңды және Жәннатты сұраймын, әрі Сенің қаһарыңнан және Тозақтан Саған сыйынамын."
tawaf1_tarab1,ms,"Ya Allah, aku memohon keredaan-Mu dan Syurga-Mu, dan aku berlindung kepada-Mu daripada kemurkaan-Mu dan Api Neraka."
tawaf1_tarab1,ru,"О Аллах, я прошу Твоего довольства и Рая и ищу у Тебя защиты от Твоего гнева и Огня."
tawaf1_tarab1,tr,"Ey Allah’ım, Senden rızanı ve Cennetini istiyorum ve gazabından ve ateşten Sana sığınıyorum."
tawaf1_tarab1,uz,"Ey Alloh, Sendan O‘zingning roziligingni va Jannatni so‘rayman va Sening g‘azabingdan hamda Do‘zaxdan Senga panoh tilayman."
tawaf1_text1,ar,ابدؤوا بنية خالصة لله، وانظروا إلى الكعبة بمحبة لله. ذكر: بسم الله، الله أكبر. ومع كل خطوة فليحيا القلب.
tawaf1_text1,en,"Begin with a pure intention for Allah and look at the Kaaba with love for Allah. Dhikr: Bismillah, Allahu Akbar. Let your heart awaken with every step."
tawaf1_text1,fr,"Commence avec une intention pure pour Allah et regarde la Kaaba avec amour pour Allah. Dhikr: Bismillah, Allahu Akbar. Que ton cœur s'éveille à chaque pas."
tawaf1_text1,id,"Mulailah dengan niat yang murni kerana Allah dan pandanglah Kaabah dengan cinta kepada Allah. Zikir: Bismillah, Allahu Akbar. Biarkan hatimu hidup di setiap langkah."
tawaf1_text1,kk,"Алла разылығы үшін таза ниетпен бастаңыз және Қағбаға Аллаға деген сүйіспеншілікпен қараңыз. Зикр: Бисмиллях, Аллаху Акбар. Әр қадам сайын жүрек оянсын."
tawaf1_text1,ms,"Mulakan dengan niat yang ikhlas kerana Allah dan pandanglah Kaabah dengan kasih kepada Allah. Zikir: Bismillah, Allahu Akbar. Biarkan hati hidup pada setiap langkah."
tawaf1_text1,ru,"Начните с чистого намерения ради Аллаха и смотрите на Каабу с любовью к Аллаху. Зикр: Бисмиллях, Аллаху Акбар. С каждым шагом пусть сердце оживает."
tawaf1_text1,tr,"Allah rızası için temiz bir niyetle başlayın ve Kabe'ye Allah sevgisiyle bakın. Zikir: Bismillah, Allahu Akbar. Her adımda kalbiniz canlansın."
tawaf1_text1,uz,"Alloh yo'lida pok niyat bilan boshlang va Ka'baga Allohga bo'lgan muhabbat bilan qarang. Zikr: Bismillah, Allohu Akbar. Har bir qadamda qalbingiz uyg'onsin."
tawaf1_text2,ar,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf1_text2,en,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf1_text2,fr,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf1_text2,id,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf1_text2,kk,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf1_text2,ms,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf1_text2,ru,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf1_text2,tr,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf1_text2,uz,اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالْجَنَّةَ، وَأَعُوذُ بِكَ مِنْ سَخَطِكَ وَالنَّارِ
tawaf2_tarab1,ar,اللهم اغفر لي جميع ذنوبي، صغيرها وكبيرها
tawaf2_tarab1,en,"O Allah, forgive all my sins, the small and the great."
tawaf2_tarab1,fr,"Ô Allah, pardonne tous mes péchés, les petits comme les grands."
tawaf2_tarab1,id,"Ya Allah, ampunilah semua dosaku, yang kecil maupun yang besar."
tawaf2_tarab1,kk,"Уа, Алла, менің барлық күнәларымды — кішісін де, үлкенін де — кешіре гөр."
tawaf2_tarab1,ms,"Ya Allah, ampunilah semua dosaku, yang kecil dan yang besar."
tawaf2_tarab1,ru,"О Аллах, прости все мои грехи — малые и большие."
tawaf2_tarab1,tr,"Ey Allah’ım, tüm günahlarımı bağışla; küçüğünü de büyüğünü de."
tawaf2_tarab1,uz,"Ey Alloh, mening barcha gunohlarimni — kichigini ham, kattasini ham — mag‘firat qil."
tawaf2_text1,ar,اطلبوا المغفرة وطهارة النفس. ذكر: أستغفر الله، أستغفر الله. لتُمحَ ذنوبكم وخطاياكم.
tawaf2_text1,en,"Ask for forgiveness and purification of the soul. Dhikr: Astagfirullah, Astagfirullah. May your mistakes and sins be erased."
tawaf2_text1,fr,"Demandez le pardon et la purification de l’âme. Dhikr: Astagfirullah, Astagfirullah. Que vos fautes et vos péchés soient effacés."
tawaf2_text1,id,"Mohon keampunan dan penyucian jiwa. Zikir: Astagfirullah, Astagfirullah. Semoga dosa dan kesalahanmu dihapuskan."
tawaf2_text1,kk,"Кешірім мен жанның тазалануын тілеңіз. Зикр: Астагфируллах, Астагфируллах. Қателіктеріңіз бен күнәларыңыз кешірілсін."
tawaf2_text1,ms,"Mohon keampunan dan penyucian jiwa. Zikir: Astagfirullah, Astagfirullah. Semoga dosa dan kesalahan dihapuskan."
tawaf2_text1,ru,"Просите прощения и очищения души. Зикр: Астагфируллах, Астагфируллах. Пусть стираются ваши ошибки и грехи."
tawaf2_text1,tr,"Af ve ruhun arınmasını isteyin. Zikir: Astagfirullah, Astagfirullah. Hatalarınız ve günahlarınız silinsin."
tawaf2_text1,uz,"Kechirim va qalb poklanishini so‘rang. Zikr: Astagfirullah, Astagfirullah. Gunohlaringiz va xatolaringiz o‘chsin."
tawaf2_text2,ar,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf2_text2,en,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf2_text2,fr,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf2_text2,id,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf2_text2,kk,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf2_text2,ms,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf2_text2,ru,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf2_text2,tr,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf2_text2,uz,اللَّهُمَّ اغْفِرْ لِي ذُنُوبِي كُلَّهَا دِقَّهَا وَجِلَّهَا
tawaf3_tarab1,ar,اللهم إنك عفو تحب العفو فاعف عني
tawaf3_tarab1,en,"O Allah, You are Most Forgiving and love forgiveness, so forgive me."
tawaf3_tarab1,fr,"Ô Allah, Tu es Pardonneur et Tu aimes le pardon, alors pardonne-moi."
tawaf3_tarab1,id,"Ya Allah, Engkau Maha Pengampun dan menyukai ampunan, maka ampunilah aku."
tawaf3_tarab1,kk,"Уа, Алла, Сен аса Кешірімдісің және кешіруді жақсы көресің, сондықтан мені кешіре гөр."
tawaf3_tarab1,ms,"Ya Allah, Engkau Maha Pengampun dan menyukai keampunan, maka ampunilah aku."
tawaf3_tarab1,ru,"О Аллах, Ты Прощающий и любишь прощение, так прости меня."
tawaf3_tarab1,tr,"Ey Allah’ım, Sen çok bağışlayansın ve bağışlamayı seversin, beni bağışla."
tawaf3_tarab1,uz,"Ey Alloh, Sen Mag‘firat qiluvchisan va mag‘firatni sevasan, bas meni mag‘firat qil."
tawaf3_text1,ar,ادعوا لأحبابكم ولمن تحبون. دعاء: ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار.
tawaf3_text1,en,"Pray for your loved ones and those close to your heart. Dua: Rabbana atina fid-dunya hasanah, wa fil-akhirati hasanah, wa qina azaban-nar."
tawaf3_text1,fr,"Priez pour vos proches et ceux que vous aimez. Dua: Rabbana atina fid-dunya hasanah, wa fil-akhirati hasanah, wa qina azaban-nar."
tawaf3_text1,id,"Berdoalah untuk orang-orang terdekat dan yang kamu cintai. Doa: Rabbana atina fid-dunya hasanah, wa fil-akhirati hasanah, wa qina azaban-nar."
tawaf3_text1,kk,"Жақындарыңыз бен жақсы көретін жандар үшін дұға етіңіз. Дуа: Раббана атина фид-дуния хасана, ва фил-ахирати хасана, ва кина азабаннар."
tawaf3_text1,ms,"Berdoalah untuk orang tersayang dan yang kamu cintai. Doa: Rabbana atina fid-dunya hasanah, wa fil-akhirati hasanah, wa qina azaban-nar."
tawaf3_text1,ru,"Молитесь о своих близких и тех, кого любите. Дуа: Раббана атина фид-дуния хасана, ва фил-ахирати хасана, ва кина азабаннар."
tawaf3_text1,tr,"Sevdikleriniz ve yakınlarınız için dua edin. Dua: Rabbana atina fid-dunya hasanah, wa fil-akhirati hasanah, wa qina azaban-nar."
tawaf3_text1,uz,"Yaqinlaringiz va sevganlaringiz uchun duo qiling. Dua: Rabbana atina fid-dunya hasanah, wa fil-akhirati hasanah, wa qina azaban-nar."
tawaf3_text2,ar,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf3_text2,en,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf3_text2,fr,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf3_text2,id,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf3_text2,kk,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf3_text2,ms,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf3_text2,ru,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf3_text2,tr,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf3_text2,uz,اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي
tawaf4_tarab1,ar,اللهم أصلح لي ديني ودنياي وآخرتي
tawaf4_tarab1,en,"O Allah, set right for me my religion, my worldly life, and my hereafter."
tawaf4_tarab1,fr,"Ô Allah, améliore pour moi ma religion, ma vie d’ici-bas et mon au-delà."
tawaf4_tarab1,id,"Ya Allah, perbaikilah agamaku, kehidupanku di dunia, dan kehidupanku di akhirat."
tawaf4_tarab1,kk,"Уа, Алла, менің дінімді, дүниелік өмірімді және ақыретімді дұрыс қыла гөр."
tawaf4_tarab1,ms,"Ya Allah, perbaikilah agamaku, kehidupanku di dunia dan kehidupanku di akhirat."
tawaf4_tarab1,ru,"О Аллах, приведи в порядок мою религию, мою мирскую жизнь и мою будущую жизнь."
tawaf4_tarab1,tr,"Ey Allah’ım, dinimi, dünya hayatımı ve ahiretimi benim için düzelt."
tawaf4_tarab1,uz,"Ey Alloh, mening dinimni, dunyoviy hayotimni va oxiratimni to‘g‘ri qil."
tawaf4_text1,ar,اشكروا الله على فضله وعلى أنكم هنا. ذكر: الحمد لله. قولوا ذلك بقلب ممتن.
tawaf4_text1,en,Be grateful to Allah for His generosity and for being here. Dhikr: Alhamdulillah. Say it with a feeling of gratitude.
tawaf4_text1,fr,Remerciez Allah pour Sa générosité et pour le fait d’être ici. Dhikr: Alhamdulillah. Prononcez-le avec un sentiment de gratitude.
tawaf4_text1,id,Bersyukurlah kepada Allah atas kemurahan-Nya dan kerana kamu berada di sini. Zikir: Alhamdulillah. Ucapkan dengan rasa syukur.
tawaf4_text1,kk,Алланың кеңшілігі үшін және осы жерде болғаныңыз үшін шүкір етіңіз. Зикр: Альхамдулиллях. Оны ризашылықпен айтыңыз.
tawaf4_text1,ms,Bersyukurlah kepada Allah atas kemurahan-Nya dan kerana anda berada di sini. Zikir: Alhamdulillah. Sebutkan dengan penuh rasa syukur.
tawaf4_text1,ru,"Благодарите Аллаха за Его щедрость и за то, что вы здесь. Зикр: Альхамдулиллях. Произносите с чувством благодарности."
tawaf4_text1,tr,Allah'ın cömertliği ve burada olmanız için şükredin. Zikir: Alhamdulillah. Şükür duygusuyla söyleyin.
tawaf4_text1,uz,Allohning saxovatiga va bu yerda ekaningiz uchun shukr qiling. Zikr: Alhamdulillah. Uni minnatdorchilik bilan ayting.
tawaf4_text2,ar,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf4_text2,en,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf4_text2,fr,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf4_text2,id,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf4_text2,kk,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf4_text2,ms,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf4_text2,ru,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf4_text2,tr,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf4_text2,uz,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ وَآخِرَتِي
tawaf5_tarab1,ar,اللهم اهدني وثبت قلبي على دينك
tawaf5_tarab1,en,"O Allah, guide me and keep my heart firm upon Your religion."
tawaf5_tarab1,fr,"Ô Allah, guide-moi et affermis mon cœur sur Ta religion."
tawaf5_tarab1,id,"Ya Allah, bimbinglah aku dan teguhkan hatiku di atas agama-Mu."
tawaf5_tarab1,kk,"Уа, Алла, мені тура жолға сал және жүрегімді Сенің дініңде берік қыл."
tawaf5_tarab1,ms,"Ya Allah, berilah aku petunjuk dan tetapkan hatiku di atas agama-Mu."
tawaf5_tarab1,ru,"О Аллах, наставь меня и укрепи моё сердце на Твоей религии."
tawaf5_tarab1,tr,"Ey Allah’ım, bana hidayet ver ve kalbimi Senin dinin üzerinde sabit kıl."
tawaf5_tarab1,uz,"Ey Alloh, meni hidoyat qil va qalbimni Sening diningda sobit qil."
tawaf5_text1,ar,اسألوا الله أن يثبت إيمانكم ويهديكم إلى الصراط المستقيم. دعاء: يا مقلب القلوب ثبت قلبي على دينك.
tawaf5_text1,en,"Ask Allah to strengthen your faith and guide you to the straight path. Dua: Ya Muqallibal qulub, sabbit qalbi ala dinik."
tawaf5_text1,fr,"Demandez à Allah de renforcer votre foi et de vous guider sur le droit chemin. Dua: Ya Muqallibal qulub, sabbit qalbi ala dinik."
tawaf5_text1,id,"Mohon kepada Allah agar imanmu dikuatkan dan diberi petunjuk ke jalan yang benar. Doa: Ya Muqallibal qulub, sabbit qalbi ala dinik."
tawaf5_text1,kk,"Qұдайдан иманыңды нығайтып, тура жолға салуын сұра. Дуа: Ya Muqallibal qulub, sabbit qalbi ala dinik."
tawaf5_text1,ms,"Mohon kepada Allah agar imanmu dikuatkan dan ditunjukkan ke jalan yang benar. Doa: Ya Muqallibal qulub, sabbit qalbi ala dinik."
tawaf5_text1,ru,"Просите Аллаха укрепить ваш иман и направить на верный путь. Дуа: Я Мукаллиб аль-кулуб, саббит кальби аля диник. О Тот, Кто меняет сердца, укрепи моё сердце на Твоей религии."
tawaf5_text1,tr,"Allah’tan imanınızı güçlendirmesini ve sizi doğru yola yönlendirmesini isteyin. Dua: Ya Muqallibal qulub, sabbit qalbi ala dinik."
tawaf5_text1,uz,"Allohdan imoningizni mustahkamlashini va to‘g‘ri yo‘lga hidoyat qilishini so‘rang. Dua: Ya Muqallibal qulub, sabbit qalbi ala dinik."
tawaf5_text2,ar,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf5_text2,en,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf5_text2,fr,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf5_text2,id,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf5_text2,kk,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf5_text2,ms,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf5_text2,ru,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf5_text2,tr,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf5_text2,uz,اللَّهُمَّ اهْدِنِي وَثَبِّتْ قَلْبِي عَلَى دِينِكَ
tawaf6_tarab1,ar,اللهم بارك لي في رزقي وافتح لي أبواب رحمتك
tawaf6_tarab1,en,"O Allah, bless my provision and open for me the doors of Your mercy."
tawaf6_tarab1,fr,"Ô Allah, bénis ma subsistance et ouvre-moi les portes de Ta miséricorde."
tawaf6_tarab1,id,"Ya Allah, berkahilah rezekiku dan bukakan untukku pintu-pintu rahmat-Mu."
tawaf6_tarab1,kk,"Уа, Алла, ризық-несібеме береке бер және маған Өзіңнің рақымыңның есіктерін аш."
tawaf6_tarab1,ms,"Ya Allah, berkatilah rezekiku dan bukakan untukku pintu-pintu rahmat-Mu."
tawaf6_tarab1,ru,"О Аллах, благослови мой удел и открой для меня двери Твоей милости."
tawaf6_tarab1,tr,"Ey Allah’ım, rızkime bereket ver ve bana rahmetinin kapılarını aç."
tawaf6_tarab1,uz,"Ey Alloh, rizqimni barakali qil va menga O‘zingning rahmating eshiklarini och."
tawaf6_text1,ar,ليكن لسانكم رطبًا بذكر الله، وليكن القلب خاشعًا. ذكر: سبحان الله، والحمد لله، ولا إله إلا الله، والله أكبر.
tawaf6_text1,en,"Let your tongue remember Allah and let your heart be gentle. Dhikr: Subhanallah, walhamdulillah, wa la ilaha illallah, wa Allahu Akbar."
tawaf6_text1,fr,"Que votre langue se souvienne d’Allah et que votre cœur soit doux. Dhikr: Subhanallah, walhamdulillah, wa la ilaha illallah, wa Allahu Akbar."
tawaf6_text1,id,"Biarkan lidahmu mengingat Allah dan hatimu menjadi lembut. Zikir: Subhanallah, walhamdulillah, wa la ilaha illallah, wa Allahu Akbar."
tawaf6_text1,kk,"Тіліңіз Алланы еске алсын, ал жүрегіңіз жұмсақ болсын. Зикр: Subhanallah, walhamdulillah, wa la ilaha illallah, wa Allahu Akbar."
tawaf6_text1,ms,"Biarkan lidah mengingati Allah dan hati menjadi lembut. Zikir: Subhanallah, walhamdulillah, wa la ilaha illallah, wa Allahu Akbar."
tawaf6_text1,ru,"Пусть ваш язык поминает Аллаха, а сердце будет мягким. Зикр: Субханаллах, вальхамдулиллях, ва ля иляха иллаллах, ва Аллаху Акбар."
tawaf6_text1,tr,"Diliniz Allah’ı ansın, kalbiniz ise yumuşak olsun. Zikir: Subhanallah, walhamdulillah, wa la ilaha illallah, wa Allahu Akbar."
tawaf6_text1,uz,"Tilingiz Allohni zikr qilsin, qalbingiz esa yumshoq bo‘lsin. Zikr: Subhanallah, walhamdulillah, wa la ilaha illallah, wa Allahu Akbar."
tawaf6_text2,ar,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf6_text2,en,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf6_text2,fr,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf6_text2,id,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf6_text2,kk,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf6_text2,ms,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf6_text2,ru,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf6_text2,tr,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf6_text2,uz,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي وَافْتَحْ لِي أَبْوَابَ رَحْمَتِكَ
tawaf7_tarab1,ar,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_tarab1,en,"Our Lord, give us good in this world and good in the Hereafter and protect us from the punishment of the Fire."
tawaf7_tarab1,fr,"Ô notre Seigneur, accorde-nous le bien ici-bas et le bien dans l’au-delà et protège-nous du châtiment du Feu."
tawaf7_tarab1,id,"Wahai Tuhan kami, berilah kami kebaikan di dunia dan kebaikan di akhirat serta lindungilah kami dari azab api Neraka."
tawaf7_tarab1,kk,"Раббымыз, бізге бұл дүниеде жақсылық бер, ақыретте де жақсылық бер және бізді От азабынан қорға."
tawaf7_tarab1,ms,"Wahai Tuhan kami, berilah kami kebaikan di dunia dan kebaikan di akhirat serta lindungilah kami daripada azab api Neraka."
tawaf7_tarab1,ru,"Господь наш, даруй нам благо в этом мире и благо в Последней жизни и защити нас от наказания Огня."
tawaf7_tarab1,tr,"Ey Rabbimiz, bize dünyada da iyilik ver, ahirette de iyilik ver ve bizi ateş azabından koru."
tawaf7_tarab1,uz,"Ey Rabbimiz, bizga bu dunyoda ham yaxshilik ber, oxiratda ham yaxshilik ber va bizni Do‘zax azobidan asra."
tawaf7_text1,ar,اختموا الطواف بالدعاء والشكر. دعاء: اللهم تقبل منا.
tawaf7_text1,en,Complete the circuit with supplication and gratitude. Dua: Allahumma taqabbal minna.
tawaf7_text1,fr,Terminez le circuit avec invocation et gratitude. Dua: Allahumma taqabbal minna.
tawaf7_text1,id,Akhiri putaran dengan doa dan rasa syukur. Doa: Allahumma taqabbal minna.
tawaf7_text1,kk,Айналуды дұға мен ризашылықпен аяқтаңыз. Дуа: Allahumma taqabbal minna.
tawaf7_text1,ms,Akhiri pusingan dengan doa dan rasa syukur. Doa: Allahumma taqabbal minna.
tawaf7_text1,ru,"Завершите обход с мольбой и благодарностью. Дуа: Аллахумма такаббал минна. О Аллах, прими от нас."
tawaf7_text1,tr,Tavafı dua ve şükürle tamamlayın. Dua: Allahumma taqabbal minna.
tawaf7_text1,uz,Aylanishni duo va shukronalik bilan yakunlang. Dua: Allahumma taqabbal minna.
tawaf7_text2,ar,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_text2,en,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_text2,fr,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_text2,id,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_text2,kk,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_text2,ms,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_text2,ru,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_text2,tr,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
tawaf7_text2,uz,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ
